Product_ID,Product_Name,SKU,Category,Brand,Unit_Cost,Unit_Price,Weight_KG,Is_Active,Markup_Pct
PRD00025,Product_25,SKU-00000025,Food & Beverages,Brand_D,412.46,823.43,7.9,0,99.64
PRD00026,Product_26,SKU-00000026,Electronics,Brand_A,445,466.91,11.08,0,4.92
PRD00027,Product_27,SKU-00000027,Toys,Brand_H,274.53,983.47,25.96,1,258.24
PRD00028,Product_28,SKU-00000028,Sports,Brand_E,106.21,788.84,35.53,1,642.72
PRD00029,Product_29,SKU-00000029,Toys,Brand_D,131.38,775.93,4.88,1,490.6
PRD00030,Product_30,SKU-00000030,Clothing,Brand_C,151.37,750.36,15.95,1,395.71
PRD00031,Product_31,SKU-00000031,Sports,Brand_A,298.93,159.1,48.44,1,-46.78
PRD00032,Product_32,SKU-00000032,Sports,Brand_A,21.24,225.06,13.19,1,959.6
PRD00033,Product_33,SKU-00000033,Books,Brand_C,319.84,469.35,15.72,1,46.75
PRD00034,Product_34,SKU-00000034,Electronics,Brand_C,185.36,271.36,41.84,0,46.4
PRD00035,Product_35,SKU-00000035,Toys,Brand_A,151.14,421.09,2.61,1,178.61
PRD00036,Product_36,SKU-00000036,Toys,Brand_C,440.35,889.58,23.28,1,102.02
PRD00037,Product_37,SKU-00000037,Electronics,Brand_B,232.7,826.08,19.04,1,255
PRD00038,Product_38,SKU-00000038,Toys,Brand_D,52.05,633.74,15.9,0,1117.56
PRD00039,Product_39,SKU-00000039,Health & Beauty,Brand_D,414.24,859.54,14.36,1,107.5
PRD00040,Product_40,SKU-00000040,Electronics,Brand_D,28.58,785.93,4.66,1,2649.93
PRD00041,Product_41,SKU-00000041,Books,Brand_B,364.74,434.7,15.81,0,19.18
PRD00042,Product_42,SKU-00000042,Home & Garden,Brand_G,388.08,209.05,2.25,1,-46.13
PRD00043,Product_43,SKU-00000043,Sports,Brand_C,179.54,519.06,39.07,1,189.11
PRD00044,Product_44,SKU-00000044,Books,Brand_E,413.27,738.87,19.97,1,78.79
PRD00045,Product_45,SKU-00000045,Food & Beverages,Brand_C,260.25,442.06,22.25,1,69.86
PRD00046,Product_46,SKU-00000046,Clothing,Brand_A,234.33,670.1,44.69,1,185.96
PRD00047,Product_47,SKU-00000047,Home & Garden,Brand_F,27.47,103.38,32.94,1,276.34
PRD00048,Product_48,SKU-00000048,Food & Beverages,Brand_H,148.56,750.52,0.5,0,405.2
PRD00049,Product_49,SKU-00000049,Sports,Brand_H,465.85,814.59,47.16,0,74.86
PRD00050,Product_50,SKU-00000050,Toys,Brand_D,198.95,709.77,11.93,1,256.76
PRD00051,Product_51,SKU-00000051,Electronics,Brand_C,275.62,967.59,5.47,1,251.06
PRD00052,Product_52,SKU-00000052,Sports,Brand_E,268.35,828.39,38.43,1,208.7
PRD00053,Product_53,SKU-00000053,Books,Brand_A,297.26,904.06,25.07,1,204.13
PRD00054,Product_54,SKU-00000054,Clothing,Brand_B,35.36,934.24,21.75,1,2542.08
PRD00055,Product_55,SKU-00000055,Books,Brand_G,184.28,803.33,12.55,1,335.93
PRD00056,Product_56,SKU-00000056,Home & Garden,Brand_B,362.95,677.52,27.42,1,86.67
PRD00057,Product_57,SKU-00000057,Home & Garden,Brand_E,104.28,15.66,13.79,1,-84.98
PRD00058,Product_58,SKU-00000058,Clothing,Brand_A,105.77,471.17,45.09,0,345.47
PRD00059,Product_59,SKU-00000059,Health & Beauty,Brand_D,9.99,575.45,10.84,1,5660.26
PRD00060,Product_60,SKU-00000060,Food & Beverages,Brand_C,221.55,310.99,44.23,1,40.37
PRD00061,Product_61,SKU-00000061,Food & Beverages,Brand_A,441.95,324.92,28.01,1,-26.48
PRD00062,Product_62,SKU-00000062,Home & Garden,Brand_H,30.69,961.55,41.44,1,3033.11
PRD00063,Product_63,SKU-00000063,Home & Garden,Brand_G,99.6,892.79,35.67,1,796.38
PRD00064,Product_64,SKU-00000064,Toys,Brand_B,158.49,850.69,34.87,1,436.75
PRD00065,Product_65,SKU-00000065,Electronics,Brand_G,367.2,411.95,16.28,1,12.19
PRD00066,Product_66,SKU-00000066,Toys,Brand_G,322.11,23.56,11.77,1,-92.69
PRD00067,Product_67,SKU-00000067,Toys,Brand_E,210.89,89.42,10.62,1,-57.6
PRD00068,Product_68,SKU-00000068,Health & Beauty,Brand_E,380.74,319.07,42.87,1,-16.2
PRD00069,Product_69,SKU-00000069,Food & Beverages,Brand_C,306.77,25.59,41.04,1,-91.66
PRD00070,Product_70,SKU-00000070,Health & Beauty,Brand_E,448.54,26.98,22.08,0,-93.98
PRD00071,Product_71,SKU-00000071,Health & Beauty,Brand_E,409.92,917.44,6.71,1,123.81
PRD00072,Product_72,SKU-00000072,Clothing,Brand_A,130.14,709.1,19.17,0,444.87
PRD00073,Product_73,SKU-00000073,Food & Beverages,Brand_H,139.36,315.87,31.01,1,126.66
PRD00074,Product_74,SKU-00000074,Electronics,Brand_D,67.05,141.32,22.77,0,110.77
PRD00075,Product_75,SKU-00000075,Books,Brand_C,171.8,516.52,39.03,1,200.65
PRD00076,Product_76,SKU-00000076,Home & Garden,Brand_A,499.77,15.29,49.88,1,-96.94
PRD00077,Product_77,SKU-00000077,Home & Garden,Brand_D,205.85,939.03,9.64,1,356.17
PRD00078,Product_78,SKU-00000078,Electronics,Brand_G,114.14,420.67,23.04,1,268.56
PRD00079,Product_79,SKU-00000079,Health & Beauty,Brand_A,382.43,408.31,21.61,1,6.77
PRD00080,Product_80,SKU-00000080,Toys,Brand_F,273.52,396.69,15.29,1,45.03
PRD00081,Product_81,SKU-00000081,Clothing,Brand_A,79.05,78.64,9.98,1,-0.52
PRD00082,Product_82,SKU-00000082,Health & Beauty,Brand_E,193.44,641.94,3.38,1,231.85
PRD00083,Product_83,SKU-00000083,Home & Garden,Brand_D,210.16,735.67,44.37,1,250.05
PRD00084,Product_84,SKU-00000084,Sports,Brand_C,378.15,679.36,21.05,1,79.65
PRD00085,Product_85,SKU-00000085,Toys,Brand_C,15.23,147.05,24.9,1,865.53
PRD00086,Product_86,SKU-00000086,Home & Garden,Brand_D,138.16,583.05,45.86,1,322.01
PRD00087,Product_87,SKU-00000087,Sports,Brand_E,261.21,573.79,38.84,1,119.67
PRD00088,Product_88,SKU-00000088,Health & Beauty,Brand_B,138.08,869.73,6.61,1,529.87
PRD00089,Product_89,SKU-00000089,Electronics,Brand_A,316.07,385.34,28.31,1,21.92
PRD00090,Product_90,SKU-00000090,Electronics,Brand_E,243.52,377.77,22.17,1,55.13
PRD00091,Product_91,SKU-00000091,Toys,Brand_F,184.05,622.34,39.88,0,238.14
PRD00092,Product_92,SKU-00000092,Home & Garden,Brand_H,474.86,636.74,36.24,1,34.09
PRD00093,Product_93,SKU-00000093,Food & Beverages,Brand_G,317.92,474.59,34.55,1,49.28
PRD00094,Product_94,SKU-00000094,Sports,Brand_D,69.32,448.63,17.09,1,547.19
PRD00095,Product_95,SKU-00000095,Clothing,Brand_H,282.25,499.21,40.27,1,76.87
PRD00096,Product_96,SKU-00000096,Home & Garden,Brand_A,391.46,862.43,2.71,1,120.31
PRD00097,Product_97,SKU-00000097,Clothing,Brand_C,355.7,466.56,8.07,1,31.17
PRD00098,Product_98,SKU-00000098,Home & Garden,Brand_G,90.18,940.53,16.85,1,942.95
PRD00099,Product_99,SKU-00000099,Food & Beverages,Brand_H,486.35,508.96,3.93,1,4.65
PRD00100,Product_100,SKU-00000100,Food & Beverages,Brand_B,227.16,949.71,11.83,1,318.08
PRD00101,Product_101,SKU-00000101,Toys,Brand_H,83.72,834.5,41.52,1,896.77
PRD00102,Product_102,SKU-00000102,Toys,Brand_F,94.2,368.81,47.42,1,291.52
PRD00103,Product_103,SKU-00000103,Food & Beverages,Brand_C,53.63,865.01,15.3,1,1512.92
PRD00104,Product_104,SKU-00000104,Books,Brand_D,402.74,118.96,13.3,1,-70.46
PRD00105,Product_105,SKU-00000105,Food & Beverages,Brand_A,65.41,925.8,14.07,1,1315.38
PRD00106,Product_106,SKU-00000106,Electronics,Brand_D,66.94,635.33,13.96,0,849.1
PRD00107,Product_107,SKU-00000107,Electronics,Brand_G,425.98,63.85,1.89,0,-85.01
PRD00108,Product_108,SKU-00000108,Books,Brand_A,175.58,647.81,46.35,1,268.95
PRD00109,Product_109,SKU-00000109,Health & Beauty,Brand_E,20.27,974.51,10.76,1,4707.65
PRD00110,Product_110,SKU-00000110,Sports,Brand_B,30.69,79.1,21.06,1,157.74
PRD00111,Product_111,SKU-00000111,Health & Beauty,Brand_E,75.37,559.14,0.58,1,641.86
PRD00112,Product_112,SKU-00000112,Clothing,Brand_E,110.63,750.32,42.91,1,578.22
PRD00113,Product_113,SKU-00000113,Health & Beauty,Brand_D,334.25,812.16,36.58,1,142.98
PRD00114,Product_114,SKU-00000114,Home & Garden,Brand_G,82.88,419.69,47.34,1,406.38
PRD00115,Product_115,SKU-00000115,Health & Beauty,Brand_B,63.84,212.12,39.1,1,232.27
PRD00116,Product_116,SKU-00000116,Home & Garden,Brand_H,383.54,51.92,15.75,0,-86.46
PRD00117,Product_117,SKU-00000117,Books,Brand_A,337.17,583.93,12.47,1,73.19
PRD00118,Product_118,SKU-00000118,Electronics,Brand_A,220.49,458.38,34.92,1,107.89
PRD00119,Product_119,SKU-00000119,Toys,Brand_F,276.91,949.26,18.27,1,242.8
PRD00120,Product_120,SKU-00000120,Home & Garden,Brand_C,159.43,70,28.35,1,-56.09
PRD00121,Product_121,SKU-00000121,Electronics,Brand_F,243.84,688.54,0.41,1,182.37
PRD00122,Product_122,SKU-00000122,Sports,Brand_H,255.8,34.72,3.19,1,-86.43
PRD00123,Product_123,SKU-00000123,Clothing,Brand_F,196.68,179.72,26.81,1,-8.62
PRD00124,Product_124,SKU-00000124,Sports,Brand_A,453.75,459.04,28.35,1,1.17
PRD00125,Product_125,SKU-00000125,Books,Brand_D,12.95,460.32,37.6,1,3454.59
PRD00126,Product_126,SKU-00000126,Health & Beauty,Brand_E,392.17,688.84,6.69,1,75.65
PRD00127,Product_127,SKU-00000127,Health & Beauty,Brand_G,66.57,911.11,25.71,1,1268.65
PRD00128,Product_128,SKU-00000128,Food & Beverages,Brand_E,399.79,642.64,9.8,0,60.74
PRD00129,Product_129,SKU-00000129,Food & Beverages,Brand_E,309.88,954,4.75,1,207.86
PRD00130,Product_130,SKU-00000130,Food & Beverages,Brand_B,422.42,882.8,20.58,1,108.99
PRD00131,Product_131,SKU-00000131,Sports,Brand_A,53.27,588.65,8.25,1,1005.03
PRD00132,Product_132,SKU-00000132,Home & Garden,Brand_H,281.7,835.45,11.17,1,196.57
PRD00133,Product_133,SKU-00000133,Clothing,Brand_H,253.04,646.15,15.95,1,155.35
PRD00134,Product_134,SKU-00000134,Food & Beverages,Brand_G,354.57,87.77,13.04,1,-75.25
PRD00135,Product_135,SKU-00000135,Books,Brand_D,269.47,743.16,4.47,1,175.79
PRD00136,Product_136,SKU-00000136,Books,Brand_B,272.66,103.96,4.59,1,-61.87
PRD00137,Product_137,SKU-00000137,Food & Beverages,Brand_C,217.65,598.14,9.74,1,174.82
PRD00138,Product_138,SKU-00000138,Health & Beauty,Brand_D,157.87,705.61,2.62,1,346.96
PRD00139,Product_139,SKU-00000139,Food & Beverages,Brand_F,243.72,75.86,31.36,1,-68.87
PRD00140,Product_140,SKU-00000140,Clothing,Brand_D,63.65,238.49,14.44,1,274.69
PRD00141,Product_141,SKU-00000141,Food & Beverages,Brand_D,480.95,916.52,14.06,1,90.56
PRD00142,Product_142,SKU-00000142,Clothing,Brand_E,358.63,620.15,16.67,1,72.92
PRD00143,Product_143,SKU-00000143,Books,Brand_D,476.47,253.82,33.17,1,-46.73
PRD00144,Product_144,SKU-00000144,Food & Beverages,Brand_H,117.23,693.77,43.54,1,491.8
PRD00145,Product_145,SKU-00000145,Sports,Brand_F,440.27,600.81,37.98,1,36.46
PRD00146,Product_146,SKU-00000146,Toys,Brand_F,405.35,506.56,36.4,1,24.97
PRD00147,Product_147,SKU-00000147,Sports,Brand_A,340.19,976.43,24.27,1,187.02
PRD00148,Product_148,SKU-00000148,Books,Brand_D,314.39,686.62,34.72,1,118.4
PRD00149,Product_149,SKU-00000149,Clothing,Brand_E,161.69,381.69,27.68,0,136.06
PRD00150,Product_150,SKU-00000150,Sports,Brand_D,409.12,802.07,10.89,1,96.05
PRD00151,Product_151,SKU-00000151,Clothing,Brand_C,253.25,885.74,10.51,1,249.75
PRD00152,Product_152,SKU-00000152,Sports,Brand_C,40.09,133.97,14.89,1,234.17
PRD00153,Product_153,SKU-00000153,Sports,Brand_E,159.87,208.55,45.55,1,30.45
PRD00154,Product_154,SKU-00000154,Clothing,Brand_A,467.97,224.06,27.42,1,-52.12
PRD00155,Product_155,SKU-00000155,Home & Garden,Brand_A,426.09,694.3,36.72,0,62.95
PRD00156,Product_156,SKU-00000156,Sports,Brand_F,491.04,607.01,17.39,1,23.62
PRD00157,Product_157,SKU-00000157,Food & Beverages,Brand_F,315.86,622.8,20.45,1,97.18
PRD00158,Product_158,SKU-00000158,Toys,Brand_B,127.52,941.37,6.37,1,638.21
PRD00159,Product_159,SKU-00000159,Books,Brand_E,85.59,778.15,8.65,1,809.16
PRD00160,Product_160,SKU-00000160,Home & Garden,Brand_D,97.52,136.66,41.39,1,40.14
PRD00161,Product_161,SKU-00000161,Clothing,Brand_G,14.8,354.03,29.28,1,2292.09
PRD00162,Product_162,SKU-00000162,Home & Garden,Brand_E,198.39,441.04,16.94,1,122.31
PRD00163,Product_163,SKU-00000163,Electronics,Brand_B,99.76,402,40.16,1,302.97
PRD00164,Product_164,SKU-00000164,Electronics,Brand_F,208.77,672.62,12.4,1,222.18
PRD00165,Product_165,SKU-00000165,Sports,Brand_E,467.82,892.97,48.8,1,90.88
PRD00166,Product_166,SKU-00000166,Sports,Brand_E,218.12,312.99,17.31,1,43.49
PRD00167,Product_167,SKU-00000167,Food & Beverages,Brand_F,439.6,556.36,16.93,1,26.56
PRD00168,Product_168,SKU-00000168,Toys,Brand_H,304.72,791.52,15.66,1,159.75
PRD00169,Product_169,SKU-00000169,Books,Brand_B,127.33,422.06,6.19,1,231.47
PRD00170,Product_170,SKU-00000170,Home & Garden,Brand_F,181.15,176.44,5.65,1,-2.6
PRD00171,Product_171,SKU-00000171,Electronics,Brand_A,46.54,480.2,32.44,1,931.8
PRD00172,Product_172,SKU-00000172,Sports,Brand_D,170.06,64.67,43.77,1,-61.97
PRD00173,Product_173,SKU-00000173,Health & Beauty,Brand_F,340.38,942.96,39.55,1,177.03
PRD00174,Product_174,SKU-00000174,Health & Beauty,Brand_B,40.69,84.07,7.14,1,106.61
PRD00175,Product_175,SKU-00000175,Books,Brand_C,106.67,444.07,27.32,1,316.3
PRD00176,Product_176,SKU-00000176,Home & Garden,Brand_A,193.81,534.58,5.37,1,175.83
PRD00177,Product_177,SKU-00000177,Sports,Brand_C,491.11,985.45,2.36,1,100.66
PRD00178,Product_178,SKU-00000178,Sports,Brand_G,393.51,174.36,32.85,1,-55.69
PRD00179,Product_179,SKU-00000179,Electronics,Brand_F,368.08,123.29,26.8,1,-66.5
PRD00180,Product_180,SKU-00000180,Electronics,Brand_A,62.51,18.62,4.19,1,-70.21
PRD00181,Product_181,SKU-00000181,Sports,Brand_D,391.59,164.02,1.84,1,-58.11
PRD00182,Product_182,SKU-00000182,Clothing,Brand_F,393.71,215.2,49.49,1,-45.34
PRD00183,Product_183,SKU-00000183,Sports,Brand_D,302.55,634.28,1.6,1,109.64
PRD00184,Product_184,SKU-00000184,Books,Brand_H,495.23,227.51,22.28,1,-54.06
PRD00185,Product_185,SKU-00000185,Sports,Brand_E,166,30.32,25.28,1,-81.73
PRD00186,Product_186,SKU-00000186,Food & Beverages,Brand_C,470.93,828.35,5.95,1,75.9
PRD00187,Product_187,SKU-00000187,Toys,Brand_A,457.79,371.94,8.54,1,-18.75
PRD00188,Product_188,SKU-00000188,Food & Beverages,Brand_D,10.68,360.16,17.66,1,3272.28
PRD00189,Product_189,SKU-00000189,Food & Beverages,Brand_B,227.81,309.45,38.11,1,35.84
PRD00190,Product_190,SKU-00000190,Clothing,Brand_D,488.67,975.62,25.4,1,99.65
PRD00191,Product_191,SKU-00000191,Clothing,Brand_B,56.05,178.41,31.93,1,218.31
PRD00192,Product_192,SKU-00000192,Health & Beauty,Brand_F,276.15,899.26,49.26,1,225.64
PRD00193,Product_193,SKU-00000193,Sports,Brand_A,489.58,779.04,38.42,1,59.12
PRD00194,Product_194,SKU-00000194,Food & Beverages,Brand_D,279.97,85.72,21.77,1,-69.38
PRD00195,Product_195,SKU-00000195,Clothing,Brand_G,98.96,986.86,22.38,1,897.23
PRD00196,Product_196,SKU-00000196,Electronics,Brand_D,293.18,278.65,30.98,1,-4.96
PRD00197,Product_197,SKU-00000197,Sports,Brand_H,106.2,107.6,33.3,1,1.32
PRD00198,Product_198,SKU-00000198,Books,Brand_G,262.25,831.02,25.09,1,216.88
PRD00199,Product_199,SKU-00000199,Toys,Brand_A,41.65,709.61,32.28,1,1603.75
PRD00200,Product_200,SKU-00000200,Home & Garden,Brand_H,304.71,621.05,1.27,1,103.82
PRD00201,Product_201,SKU-00000201,Sports,Brand_D,260.81,164.42,21.54,1,-36.96
PRD00202,Product_202,SKU-00000202,Home & Garden,Brand_B,371.38,483.71,14.02,1,30.25
PRD00203,Product_203,SKU-00000203,Food & Beverages,Brand_D,317.2,782.75,6.55,1,146.77
PRD00204,Product_204,SKU-00000204,Toys,Brand_C,277.06,310.59,5.07,1,12.1
PRD00205,Product_205,SKU-00000205,Home & Garden,Brand_F,346.44,318.57,30.2,1,-8.04
PRD00206,Product_206,SKU-00000206,Food & Beverages,Brand_E,76.25,13.11,26.23,1,-82.81
PRD00207,Product_207,SKU-00000207,Electronics,Brand_B,299.7,182.5,12.75,0,-39.11
PRD00208,Product_208,SKU-00000208,Home & Garden,Brand_C,90.19,876.65,23.6,1,872
PRD00209,Product_209,SKU-00000209,Toys,Brand_G,463.13,447.33,24.66,1,-3.41
PRD00210,Product_210,SKU-00000210,Health & Beauty,Brand_F,38.83,984.39,9.83,1,2435.13
PRD00211,Product_211,SKU-00000211,Sports,Brand_A,218.04,401.75,32.64,1,84.26
PRD00212,Product_212,SKU-00000212,Food & Beverages,Brand_B,349.42,718.03,39.07,1,105.49
PRD00213,Product_213,SKU-00000213,Sports,Brand_E,231.72,289.1,39.59,1,24.76
PRD00214,Product_214,SKU-00000214,Toys,Brand_F,50.59,370.17,30.16,1,631.71
PRD00215,Product_215,SKU-00000215,Clothing,Brand_G,278.92,198.82,25.63,1,-28.72
PRD00216,Product_216,SKU-00000216,Food & Beverages,Brand_H,322.61,353.59,3.14,1,9.6
PRD00217,Product_217,SKU-00000217,Home & Garden,Brand_H,353.38,551.77,14.46,1,56.14
PRD00218,Product_218,SKU-00000218,Food & Beverages,Brand_E,189.76,991.86,4.75,0,422.69
PRD00219,Product_219,SKU-00000219,Sports,Brand_A,284.01,667.56,48.19,1,135.05
PRD00220,Product_220,SKU-00000220,Electronics,Brand_A,228.09,207.25,6.84,1,-9.14
PRD00221,Product_221,SKU-00000221,Food & Beverages,Brand_G,337.67,54.51,7.67,1,-83.86
PRD00222,Product_222,SKU-00000222,Home & Garden,Brand_B,293.86,135.09,44.49,1,-54.03
PRD00223,Product_223,SKU-00000223,Clothing,Brand_G,265.25,566.93,47.2,0,113.73
PRD00224,Product_224,SKU-00000224,Health & Beauty,Brand_D,128.51,767.51,38.31,1,497.24
PRD00225,Product_225,SKU-00000225,Books,Brand_A,6,941.02,0.37,1,15583.67
PRD00226,Product_226,SKU-00000226,Electronics,Brand_F,91.17,25.66,0.17,1,-71.85
PRD00227,Product_227,SKU-00000227,Health & Beauty,Brand_D,62.95,527.53,18.97,0,738.01
PRD00228,Product_228,SKU-00000228,Clothing,Brand_H,227.3,476.16,7.26,1,109.49
PRD00229,Product_229,SKU-00000229,Food & Beverages,Brand_H,308.07,659.49,1.02,1,114.07
PRD00230,Product_230,SKU-00000230,Sports,Brand_C,110.48,563.98,23.26,1,410.48
PRD00231,Product_231,SKU-00000231,Toys,Brand_E,469.83,690.17,47.16,1,46.9
PRD00232,Product_232,SKU-00000232,Sports,Brand_D,8.31,661.5,16.26,1,7860.29
PRD00233,Product_233,SKU-00000233,Health & Beauty,Brand_E,387.29,125.84,33.09,0,-67.51
PRD00234,Product_234,SKU-00000234,Home & Garden,Brand_G,314.48,801.72,32.65,1,154.94
PRD00235,Product_235,SKU-00000235,Sports,Brand_D,189.91,132,12.63,1,-30.49
PRD00236,Product_236,SKU-00000236,Electronics,Brand_G,29.99,701.55,32.56,1,2239.28
PRD00237,Product_237,SKU-00000237,Sports,Brand_C,315.61,421.98,10.7,1,33.7
PRD00238,Product_238,SKU-00000238,Home & Garden,Brand_A,195.88,518.71,6.19,1,164.81
PRD00239,Product_239,SKU-00000239,Books,Brand_H,468.45,904.27,35.1,0,93.03
PRD00240,Product_240,SKU-00000240,Food & Beverages,Brand_C,273.29,890.98,5.76,1,226.02
PRD00241,Product_241,SKU-00000241,Toys,Brand_H,470.13,819.68,49.85,1,74.35
PRD00242,Product_242,SKU-00000242,Health & Beauty,Brand_A,114.14,515.05,9.25,1,351.24
PRD00243,Product_243,SKU-00000243,Food & Beverages,Brand_G,364.23,738.88,29.75,1,102.86
PRD00244,Product_244,SKU-00000244,Sports,Brand_A,310.54,517.77,20.63,1,66.73
PRD00245,Product_245,SKU-00000245,Clothing,Brand_H,371.01,870.91,6.41,1,134.74
PRD00246,Product_246,SKU-00000246,Food & Beverages,Brand_H,111.26,408.75,1.49,1,267.38
PRD00247,Product_247,SKU-00000247,Books,Brand_E,334.17,970.53,31.17,1,190.43
PRD00248,Product_248,SKU-00000248,Sports,Brand_F,251.53,933,40.36,1,270.93
PRD00249,Product_249,SKU-00000249,Toys,Brand_C,372.7,744.19,42.12,1,99.68
PRD00250,Product_250,SKU-00000250,Home & Garden,Brand_D,166.89,286.62,24.19,1,71.74
PRD00251,Product_251,SKU-00000251,Books,Brand_H,445.58,140.34,38.9,0,-68.5
PRD00252,Product_252,SKU-00000252,Sports,Brand_C,46.73,856.16,33.68,1,1732.14
PRD00253,Product_253,SKU-00000253,Books,Brand_E,404.56,173.65,36.24,1,-57.08
PRD00254,Product_254,SKU-00000254,Food & Beverages,Brand_A,431.35,855.72,24.68,1,98.38
PRD00255,Product_255,SKU-00000255,Toys,Brand_E,409.54,495.86,31.71,1,21.08
PRD00256,Product_256,SKU-00000256,Home & Garden,Brand_B,258.8,412.49,40.3,1,59.39
PRD00257,Product_257,SKU-00000257,Sports,Brand_B,222,904.16,19.95,1,307.28
PRD00258,Product_258,SKU-00000258,Electronics,Brand_D,498.15,607.81,40.32,1,22.01
PRD00259,Product_259,SKU-00000259,Health & Beauty,Brand_E,118.44,580.85,29.64,1,390.42
PRD00260,Product_260,SKU-00000260,Home & Garden,Brand_G,275.7,563.18,8.38,1,104.27
PRD00261,Product_261,SKU-00000261,Electronics,Brand_D,336.98,377.46,1.33,1,12.01
PRD00262,Product_262,SKU-00000262,Books,Brand_G,351.93,787.79,18.2,0,123.85
PRD00263,Product_263,SKU-00000263,Clothing,Brand_D,105.99,260.27,27.38,1,145.56
PRD00264,Product_264,SKU-00000264,Home & Garden,Brand_B,328.73,939.51,42.01,1,185.8
PRD00265,Product_265,SKU-00000265,Books,Brand_D,410.09,895.05,6.46,1,118.26
PRD00266,Product_266,SKU-00000266,Electronics,Brand_B,29.76,344.11,40.03,1,1056.28
PRD00267,Product_267,SKU-00000267,Food & Beverages,Brand_H,456.2,732.17,43.16,1,60.49
PRD00268,Product_268,SKU-00000268,Food & Beverages,Brand_A,19.6,577.49,7.62,1,2846.38
PRD00269,Product_269,SKU-00000269,Clothing,Brand_G,181.21,344.27,42.59,0,89.98
PRD00270,Product_270,SKU-00000270,Health & Beauty,Brand_E,12.83,988.64,49.57,1,7605.69
PRD00271,Product_271,SKU-00000271,Home & Garden,Brand_H,43.19,34.98,36.37,1,-19.01
PRD00272,Product_272,SKU-00000272,Home & Garden,Brand_H,456.03,260.12,39.26,1,-42.96
PRD00273,Product_273,SKU-00000273,Home & Garden,Brand_D,180.66,524.87,49.72,0,190.53
PRD00274,Product_274,SKU-00000274,Health & Beauty,Brand_B,215.26,526.73,30.31,1,144.69
PRD00275,Product_275,SKU-00000275,Books,Brand_C,111.6,593.04,15.46,1,431.4
PRD00276,Product_276,SKU-00000276,Toys,Brand_G,300.56,754.16,41.89,1,150.92
PRD00277,Product_277,SKU-00000277,Toys,Brand_H,299.43,627.24,30.76,1,109.48
PRD00278,Product_278,SKU-00000278,Clothing,Brand_D,189.24,604.28,29.1,1,219.32
PRD00279,Product_279,SKU-00000279,Home & Garden,Brand_F,169.85,62.98,12.76,1,-62.92
PRD00280,Product_280,SKU-00000280,Books,Brand_A,443.06,382.76,37.84,1,-13.61
PRD00281,Product_281,SKU-00000281,Food & Beverages,Brand_A,194.73,239.74,4.18,1,23.11
PRD00282,Product_282,SKU-00000282,Electronics,Brand_C,249.28,272.72,46.22,1,9.4
PRD00283,Product_283,SKU-00000283,Books,Brand_B,145.24,558.79,16.36,1,284.74
PRD00284,Product_284,SKU-00000284,Health & Beauty,Brand_D,394.45,207.51,6.48,1,-47.39
